GEOid2,GEOdisplaylabel,total_over_18_pop,hispanic_over_18_pop
48029181813,"Census Tract 1818.13, Bexar County, Texas",4743,2335
48029181814,"Census Tract 1818.14, Bexar County, Texas",2949,1048
48029181815,"Census Tract 1818.15, Bexar County, Texas",2406,911
48029181816,"Census Tract 1818.16, Bexar County, Texas",3229,1320
48029181817,"Census Tract 1818.17, Bexar County, Texas",2469,1188
48029181818,"Census Tract 1818.18, Bexar County, Texas",3745,1548
48029181819,"Census Tract 1818.19, Bexar County, Texas",3854,1647
48029181820,"Census Tract 1818.20, Bexar County, Texas",6922,2258
48029181821,"Census Tract 1818.21, Bexar County, Texas",2767,1222
48029181822,"Census Tract 1818.22, Bexar County, Texas",3779,1717
48029181823,"Census Tract 1818.23, Bexar County, Texas",2110,780
48029181824,"Census Tract 1818.24, Bexar County, Texas",3681,1617
48029181825,"Census Tract 1818.25, Bexar County, Texas",2246,898
48029181826,"Census Tract 1818.26, Bexar County, Texas",4445,1919
48029181901,"Census Tract 1819.01, Bexar County, Texas",3079,945
48029181902,"Census Tract 1819.02, Bexar County, Texas",4179,1083
48029182001,"Census Tract 1820.01, Bexar County, Texas",3307,1168
48029182002,"Census Tract 1820.02, Bexar County, Texas",6124,1823
48029182003,"Census Tract 1820.03, Bexar County, Texas",2400,846
48029182101,"Census Tract 1821.01, Bexar County, Texas",4973,731
48029182102,"Census Tract 1821.02, Bexar County, Texas",4768,1172
48029182103,"Census Tract 1821.03, Bexar County, Texas",1735,493
48029182105,"Census Tract 1821.05, Bexar County, Texas",1613,523
48029182106,"Census Tract 1821.06, Bexar County, Texas",3883,1246
48029190100,"Census Tract 1901, Bexar County, Texas",2970,2278
48029190200,"Census Tract 1902, Bexar County, Texas",3747,2000
48029190400,"Census Tract 1904, Bexar County, Texas",3691,746
48029190501,"Census Tract 1905.01, Bexar County, Texas",2184,1793
48029190503,"Census Tract 1905.03, Bexar County, Texas",2777,2005
48029190504,"Census Tract 1905.04, Bexar County, Texas",2262,1815
48029190601,"Census Tract 1906.01, Bexar County, Texas",2688,2424
48029190603,"Census Tract 1906.03, Bexar County, Texas",2171,1860
48029190604,"Census Tract 1906.04, Bexar County, Texas",3127,2895
48029190700,"Census Tract 1907, Bexar County, Texas",2456,1575
48029190800,"Census Tract 1908, Bexar County, Texas",1685,333
48029190901,"Census Tract 1909.01, Bexar County, Texas",4106,2462
48029190902,"Census Tract 1909.02, Bexar County, Texas",3012,1862
48029191003,"Census Tract 1910.03, Bexar County, Texas",5691,4129
48029191004,"Census Tract 1910.04, Bexar County, Texas",2516,2017
48029191005,"Census Tract 1910.05, Bexar County, Texas",1671,1396
48029191006,"Census Tract 1910.06, Bexar County, Texas",4776,4215
48029191101,"Census Tract 1911.01, Bexar County, Texas",1328,384
48029191102,"Census Tract 1911.02, Bexar County, Texas",2084,777
48029191201,"Census Tract 1912.01, Bexar County, Texas",2415,944
48029191202,"Census Tract 1912.02, Bexar County, Texas",4192,2094
48029191303,"Census Tract 1913.03, Bexar County, Texas",1299,467
48029191304,"Census Tract 1913.04, Bexar County, Texas",2252,1460
48029191405,"Census Tract 1914.05, Bexar County, Texas",5976,1889
48029191406,"Census Tract 1914.06, Bexar County, Texas",4971,950
48029191408,"Census Tract 1914.08, Bexar County, Texas",2364,1176
48029191409,"Census Tract 1914.09, Bexar County, Texas",4485,2552
48029191410,"Census Tract 1914.10, Bexar County, Texas",4407,2149
48029191411,"Census Tract 1914.11, Bexar County, Texas",3596,1141
48029191412,"Census Tract 1914.12, Bexar County, Texas",1669,342
48029191413,"Census Tract 1914.13, Bexar County, Texas",4719,1479
48029191503,"Census Tract 1915.03, Bexar County, Texas",4188,1169
48029191504,"Census Tract 1915.04, Bexar County, Texas",1829,368
48029191505,"Census Tract 1915.05, Bexar County, Texas",1703,421
48029191506,"Census Tract 1915.06, Bexar County, Texas",3895,1366
48029191701,"Census Tract 1917.01, Bexar County, Texas",1224,221
48029191702,"Census Tract 1917.02, Bexar County, Texas",5606,1183
48029191804,"Census Tract 1918.04, Bexar County, Texas",4694,1152
48029191806,"Census Tract 1918.06, Bexar County, Texas",5589,1345
48029191807,"Census Tract 1918.07, Bexar County, Texas",3162,1037
48029191808,"Census Tract 1918.08, Bexar County, Texas",2463,648
48029191809,"Census Tract 1918.09, Bexar County, Texas",3792,919
48029191810,"Census Tract 1918.10, Bexar County, Texas",3676,1067
48029191811,"Census Tract 1918.11, Bexar County, Texas",2753,757
48029191812,"Census Tract 1918.12, Bexar County, Texas",2397,621
48029191813,"Census Tract 1918.13, Bexar County, Texas",4599,1374
48029191814,"Census Tract 1918.14, Bexar County, Texas",3061,989
48029191815,"Census Tract 1918.15, Bexar County, Texas",3620,1196
48029191816,"Census Tract 1918.16, Bexar County, Texas",2193,632
48029191817,"Census Tract 1918.17, Bexar County, Texas",7012,2034
48029191900,"Census Tract 1919, Bexar County, Texas",3536,2422
48029192000,"Census Tract 1920, Bexar County, Texas",4504,2200
48029192100,"Census Tract 1921, Bexar County, Texas",1822,980
48029192200,"Census Tract 1922, Bexar County, Texas",925,594
48029192300,"Census Tract 1923, Bexar County, Texas",3735,1070
48029980001,"Census Tract 9800.01, Bexar County, Texas",4,1
48029980002,"Census Tract 9800.02, Bexar County, Texas",2,0
48029980003,"Census Tract 9800.03, Bexar County, Texas",1217,209
48029980004,"Census Tract 9800.04, Bexar County, Texas",0,0
48029980005,"Census Tract 9800.05, Bexar County, Texas",23,5
48029980100,"Census Tract 9801, Bexar County, Texas",280,46
48031950100,"Census Tract 9501, Blanco County, Texas",3881,489
48031950200,"Census Tract 9502, Blanco County, Texas",4322,766
48033950100,"Census Tract 9501, Borden County, Texas",503,61
48035950100,"Census Tract 9501, Bosque County, Texas",3361,473
48035950200,"Census Tract 9502, Bosque County, Texas",1076,247
48035950300,"Census Tract 9503, Bosque County, Texas",1366,72
48035950400,"Census Tract 9504, Bosque County, Texas",2897,204
48035950500,"Census Tract 9505, Bosque County, Texas",2232,506
48035950600,"Census Tract 9506, Bosque County, Texas",1326,31
48035950700,"Census Tract 9507, Bosque County, Texas",1783,205
48037010100,"Census Tract 101, Bowie County, Texas",3700,227
48037010400,"Census Tract 104, Bowie County, Texas",2941,126
48037010500,"Census Tract 105, Bowie County, Texas",2344,194
48037010600,"Census Tract 106, Bowie County, Texas",1460,103
48037010700,"Census Tract 107, Bowie County, Texas",3701,336
48037010800,"Census Tract 108, Bowie County, Texas",3458,169
48037010901,"Census Tract 109.01, Bowie County, Texas",5735,180
48037010902,"Census Tract 109.02, Bowie County, Texas",4848,312
48037011000,"Census Tract 110, Bowie County, Texas",5505,292
48037011100,"Census Tract 111, Bowie County, Texas",5596,647
48037011200,"Census Tract 112, Bowie County, Texas",4287,105
48037011300,"Census Tract 113, Bowie County, Texas",4209,179
48037011401,"Census Tract 114.01, Bowie County, Texas",5946,164
48037011402,"Census Tract 114.02, Bowie County, Texas",1663,28
48037011501,"Census Tract 115.01, Bowie County, Texas",6647,947
48037011502,"Census Tract 115.02, Bowie County, Texas",2188,60
48037011600,"Census Tract 116, Bowie County, Texas",4039,127
48037011700,"Census Tract 117, Bowie County, Texas",1846,37
48039660100,"Census Tract 6601, Brazoria County, Texas",3483,480
48039660200,"Census Tract 6602, Brazoria County, Texas",4026,734
48039660300,"Census Tract 6603, Brazoria County, Texas",6676,1194
48039660400,"Census Tract 6604, Brazoria County, Texas",6499,1309
48039660500,"Census Tract 6605, Brazoria County, Texas",6598,2285
48039660601,"Census Tract 6606.01, Brazoria County, Texas",8654,1034
48039660602,"Census Tract 6606.02, Brazoria County, Texas",18369,3582
48039660701,"Census Tract 6607.01, Brazoria County, Texas",10292,1454
48039660702,"Census Tract 6607.02, Brazoria County, Texas",7955,1377
48039660801,"Census Tract 6608.01, Brazoria County, Texas",5845,1566
48039660802,"Census Tract 6608.02, Brazoria County, Texas",5047,1135
48039660900,"Census Tract 6609, Brazoria County, Texas",4767,2284
48039661000,"Census Tract 6610, Brazoria County, Texas",4728,1577
48039661100,"Census Tract 6611, Brazoria County, Texas",2136,770
48039661200,"Census Tract 6612, Brazoria County, Texas",3049,935
48039661300,"Census Tract 6613, Brazoria County, Texas",1920,895
48039661400,"Census Tract 6614, Brazoria County, Texas",4936,1304
48039661501,"Census Tract 6615.01, Brazoria County, Texas",3483,1076
48039661502,"Census Tract 6615.02, Brazoria County, Texas",3399,721
48039661601,"Census Tract 6616.01, Brazoria County, Texas",4611,1115
48039661602,"Census Tract 6616.02, Brazoria County, Texas",2135,843
48039661700,"Census Tract 6617, Brazoria County, Texas",2063,381
48039661800,"Census Tract 6618, Brazoria County, Texas",3921,956
48039661900,"Census Tract 6619, Brazoria County, Texas",10440,3166
48039662000,"Census Tract 6620, Brazoria County, Texas",4717,819
48039662100,"Census Tract 6621, Brazoria County, Texas",4254,1140
48039662200,"Census Tract 6622, Brazoria County, Texas",5090,984
48039662300,"Census Tract 6623, Brazoria County, Texas",3196,699
48039662400,"Census Tract 6624, Brazoria County, Texas",4025,843
48039662500,"Census Tract 6625, Brazoria County, Texas",1873,491
48039662600,"Census Tract 6626, Brazoria County, Texas",2446,299
48039662700,"Census Tract 6627, Brazoria County, Texas",1905,270
48039662800,"Census Tract 6628, Brazoria County, Texas",4779,574
48039662900,"Census Tract 6629, Brazoria County, Texas",3536,608
48039663000,"Census Tract 6630, Brazoria County, Texas",3537,688
48039663100,"Census Tract 6631, Brazoria County, Texas",5104,884
48039663200,"Census Tract 6632, Brazoria County, Texas",3745,632
48039663300,"Census Tract 6633, Brazoria County, Texas",1838,538
48039663400,"Census Tract 6634, Brazoria County, Texas",5145,809
48039663500,"Census Tract 6635, Brazoria County, Texas",4104,963
48039663600,"Census Tract 6636, Brazoria County, Texas",3735,444
48039663700,"Census Tract 6637, Brazoria County, Texas",2512,750
48039663800,"Census Tract 6638, Brazoria County, Texas",3890,1626
48039663900,"Census Tract 6639, Brazoria County, Texas",1634,921
48039664000,"Census Tract 6640, Brazoria County, Texas",2935,1351
48039664100,"Census Tract 6641, Brazoria County, Texas",3915,1366
48039664200,"Census Tract 6642, Brazoria County, Texas",1541,224
48039664300,"Census Tract 6643, Brazoria County, Texas",3606,2147
48039664400,"Census Tract 6644, Brazoria County, Texas",4322,2264
48039664501,"Census Tract 6645.01, Brazoria County, Texas",3765,592
48039990000,"Census Tract 9900, Brazoria County, Texas",0,0
48041000101,"Census Tract 1.01, Brazos County, Texas",5434,916
48041000102,"Census Tract 1.02, Brazos County, Texas",4617,449
48041000103,"Census Tract 1.03, Brazos County, Texas",1358,130
48041000201,"Census Tract 2.01, Brazos County, Texas",5276,1289
48041000202,"Census Tract 2.02, Brazos County, Texas",5122,1504
48041000300,"Census Tract 3, Brazos County, Texas",4797,2105
48041000400,"Census Tract 4, Brazos County, Texas",3779,967
48041000500,"Census Tract 5, Brazos County, Texas",3740,1680
48041000603,"Census Tract 6.03, Brazos County, Texas",3549,2396
48041000604,"Census Tract 6.04, Brazos County, Texas",3888,2526
48041000700,"Census Tract 7, Brazos County, Texas",2130,917
48041000800,"Census Tract 8, Brazos County, Texas",4199,1003
48041000900,"Census Tract 9, Brazos County, Texas",1592,855
48041001000,"Census Tract 10, Brazos County, Texas",6489,1418
48041001100,"Census Tract 11, Brazos County, Texas",3629,565
48041001301,"Census Tract 13.01, Brazos County, Texas",2239,348
48041001302,"Census Tract 13.02, Brazos County, Texas",3590,492
48041001303,"Census Tract 13.03, Brazos County, Texas",4683,773
48041001400,"Census Tract 14, Brazos County, Texas",3279,293
48041001601,"Census Tract 16.01, Brazos County, Texas",3888,546
48041001604,"Census Tract 16.04, Brazos County, Texas",4917,611
48041001605,"Census Tract 16.05, Brazos County, Texas",2884,450
48041001606,"Census Tract 16.06, Brazos County, Texas",2735,491
48041001701,"Census Tract 17.01, Brazos County, Texas",5318,824
48041001702,"Census Tract 17.02, Brazos County, Texas",2037,338
48041001801,"Census Tract 18.01, Brazos County, Texas",3929,526
48041001803,"Census Tract 18.03, Brazos County, Texas",5021,555
48041001804,"Census Tract 18.04, Brazos County, Texas",1116,130
48041001900,"Census Tract 19, Brazos County, Texas",4484,511
48041002001,"Census Tract 20.01, Brazos County, Texas",3353,201
48041002002,"Census Tract 20.02, Brazos County, Texas",4777,530
48041002006,"Census Tract 20.06, Brazos County, Texas",1180,101
48041002007,"Census Tract 20.07, Brazos County, Texas",4334,408
48041002008,"Census Tract 20.08, Brazos County, Texas",3895,395
48041002009,"Census Tract 20.09, Brazos County, Texas",2952,123
48041002010,"Census Tract 20.10, Brazos County, Texas",1969,217
48041002011,"Census Tract 20.11, Brazos County, Texas",2083,172
48041002012,"Census Tract 20.12, Brazos County, Texas",6377,849
48041002013,"Census Tract 20.13, Brazos County, Texas",3844,510
48041002014,"Census Tract 20.14, Brazos County, Texas",1582,172
48041002015,"Census Tract 20.15, Brazos County, Texas",8955,1829
48041980000,"Census Tract 9800, Brazos County, Texas",0,0
48043950300,"Census Tract 9503, Brewster County, Texas",3299,1141
48043950400,"Census Tract 9504, Brewster County, Texas",1419,1048
48043950500,"Census Tract 9505, Brewster County, Texas",2637,653
48045950200,"Census Tract 9502, Briscoe County, Texas",1275,266
48047950100,"Census Tract 9501, Brooks County, Texas",1497,1321
48047950200,"Census Tract 9502, Brooks County, Texas",3720,3391
48049950100,"Census Tract 9501, Brown County, Texas",1651,108
48049950200,"Census Tract 9502, Brown County, Texas",3287,297
48049950300,"Census Tract 9503, Brown County, Texas",2399,169
48049950500,"Census Tract 9505, Brown County, Texas",2191,275
48049950600,"Census Tract 9506, Brown County, Texas",1873,578
48049950700,"Census Tract 9507, Brown County, Texas",1129,331
48049950800,"Census Tract 9508, Brown County, Texas",2051,700
48049950900,"Census Tract 9509, Brown County, Texas",3583,626
48049951000,"Census Tract 9510, Brown County, Texas",1769,371
48049951100,"Census Tract 9511, Brown County, Texas",3119,378
48049951200,"Census Tract 9512, Brown County, Texas",3219,360
48049951300,"Census Tract 9513, Brown County, Texas",2714,454
48051970100,"Census Tract 9701, Burleson County, Texas",1139,112
48051970200,"Census Tract 9702, Burleson County, Texas",3291,417
48051970300,"Census Tract 9703, Burleson County, Texas",3096,705
48051970400,"Census Tract 9704, Burleson County, Texas",2453,348
48051970500,"Census Tract 9705, Burleson County, Texas",3163,404
48053960100,"Census Tract 9601, Burnet County, Texas",4240,667
48053960200,"Census Tract 9602, Burnet County, Texas",2135,120
48053960300,"Census Tract 9603, Burnet County, Texas",5075,892
48053960400,"Census Tract 9604, Burnet County, Texas",4232,307
48053960500,"Census Tract 9605, Burnet County, Texas",4561,1382
48053960600,"Census Tract 9606, Burnet County, Texas",2941,297
48053960700,"Census Tract 9607, Burnet County, Texas",5077,1078
48053960800,"Census Tract 9608, Burnet County, Texas",4568,601
48055960101,"Census Tract 9601.01, Caldwell County, Texas",3890,1811
48055960102,"Census Tract 9601.02, Caldwell County, Texas",2758,541
48055960200,"Census Tract 9602, Caldwell County, Texas",3975,1728
48055960300,"Census Tract 9603, Caldwell County, Texas",3108,1211
48055960400,"Census Tract 9604, Caldwell County, Texas",2593,1525
48055960500,"Census Tract 9605, Caldwell County, Texas",5723,2719
48055960600,"Census Tract 9606, Caldwell County, Texas",1850,320
48055960700,"Census Tract 9607, Caldwell County, Texas",4111,1888
48057000100,"Census Tract 1, Calhoun County, Texas",3960,1720
48057000200,"Census Tract 2, Calhoun County, Texas",3060,1883
48057000300,"Census Tract 3, Calhoun County, Texas",1123,241
48057000400,"Census Tract 4, Calhoun County, Texas",4584,1892
48057000500,"Census Tract 5, Calhoun County, Texas",2983,680
48057990000,"Census Tract 9900, Calhoun County, Texas",0,0
48059030101,"Census Tract 301.01, Callahan County, Texas",3531,185
48059030102,"Census Tract 301.02, Callahan County, Texas",3410,225
48059030200,"Census Tract 302, Callahan County, Texas",3378,232
48061010100,"Census Tract 101, Cameron County, Texas",5892,4629
48061010201,"Census Tract 102.01, Cameron County, Texas",1386,1191
48061010203,"Census Tract 102.03, Cameron County, Texas",5431,3591
48061010301,"Census Tract 103.01, Cameron County, Texas",3655,3370
48061010302,"Census Tract 103.02, Cameron County, Texas",5673,4215
48061010401,"Census Tract 104.01, Cameron County, Texas",3518,3101
48061010402,"Census Tract 104.02, Cameron County, Texas",4787,2967
48061010500,"Census Tract 105, Cameron County, Texas",1660,1602
48061010601,"Census Tract 106.01, Cameron County, Texas",5926,4932
48061010602,"Census Tract 106.02, Cameron County, Texas",1365,906
48061010700,"Census Tract 107, Cameron County, Texas",2275,1757
48061010800,"Census Tract 108, Cameron County, Texas",4913,3689
48061010900,"Census Tract 109, Cameron County, Texas",1142,1041
48061011000,"Census Tract 110, Cameron County, Texas",2215,2131
48061011100,"Census Tract 111, Cameron County, Texas",2050,1909
48061011200,"Census Tract 112, Cameron County, Texas",1162,981
48061011301,"Census Tract 113.01, Cameron County, Texas",1196,725
48061011302,"Census Tract 113.02, Cameron County, Texas",3023,1551
