GEOid2,GEOdisplaylabel,hispanic_pop_perc
48029191810,"Census Tract 1918.10, Bexar County, Texas",29
48029191811,"Census Tract 1918.11, Bexar County, Texas",27
48029191812,"Census Tract 1918.12, Bexar County, Texas",26
48029191813,"Census Tract 1918.13, Bexar County, Texas",30
48029191814,"Census Tract 1918.14, Bexar County, Texas",32
48029191815,"Census Tract 1918.15, Bexar County, Texas",33
48029191816,"Census Tract 1918.16, Bexar County, Texas",29
48029191817,"Census Tract 1918.17, Bexar County, Texas",29
48029191900,"Census Tract 1919, Bexar County, Texas",68
48029192000,"Census Tract 1920, Bexar County, Texas",49
48029192100,"Census Tract 1921, Bexar County, Texas",54
48029192200,"Census Tract 1922, Bexar County, Texas",64
48029192300,"Census Tract 1923, Bexar County, Texas",29
48029980001,"Census Tract 9800.01, Bexar County, Texas",25
48029980002,"Census Tract 9800.02, Bexar County, Texas",0
48029980003,"Census Tract 9800.03, Bexar County, Texas",17
48029980004,"Census Tract 9800.04, Bexar County, Texas",0
48029980005,"Census Tract 9800.05, Bexar County, Texas",22
48029980100,"Census Tract 9801, Bexar County, Texas",16
48031950100,"Census Tract 9501, Blanco County, Texas",13
48031950200,"Census Tract 9502, Blanco County, Texas",18
48033950100,"Census Tract 9501, Borden County, Texas",12
48035950100,"Census Tract 9501, Bosque County, Texas",14
48035950200,"Census Tract 9502, Bosque County, Texas",23
48035950300,"Census Tract 9503, Bosque County, Texas",5
48035950400,"Census Tract 9504, Bosque County, Texas",7
48035950500,"Census Tract 9505, Bosque County, Texas",23
48035950600,"Census Tract 9506, Bosque County, Texas",2
48035950700,"Census Tract 9507, Bosque County, Texas",11
48037010100,"Census Tract 101, Bowie County, Texas",6
48037010400,"Census Tract 104, Bowie County, Texas",4
48037010500,"Census Tract 105, Bowie County, Texas",8
48037010600,"Census Tract 106, Bowie County, Texas",7
48037010700,"Census Tract 107, Bowie County, Texas",9
48037010800,"Census Tract 108, Bowie County, Texas",5
48037010901,"Census Tract 109.01, Bowie County, Texas",3
48037010902,"Census Tract 109.02, Bowie County, Texas",6
48037011000,"Census Tract 110, Bowie County, Texas",5
48037011100,"Census Tract 111, Bowie County, Texas",12
48037011200,"Census Tract 112, Bowie County, Texas",2
48037011300,"Census Tract 113, Bowie County, Texas",4
48037011401,"Census Tract 114.01, Bowie County, Texas",3
48037011402,"Census Tract 114.02, Bowie County, Texas",2
48037011501,"Census Tract 115.01, Bowie County, Texas",14
48037011502,"Census Tract 115.02, Bowie County, Texas",3
48037011600,"Census Tract 116, Bowie County, Texas",3
48037011700,"Census Tract 117, Bowie County, Texas",2
48039660100,"Census Tract 6601, Brazoria County, Texas",14
48039660200,"Census Tract 6602, Brazoria County, Texas",18
48039660300,"Census Tract 6603, Brazoria County, Texas",18
48039660400,"Census Tract 6604, Brazoria County, Texas",20
48039660500,"Census Tract 6605, Brazoria County, Texas",35
48039660601,"Census Tract 6606.01, Brazoria County, Texas",12
48039660602,"Census Tract 6606.02, Brazoria County, Texas",20
48039660701,"Census Tract 6607.01, Brazoria County, Texas",14
48039660702,"Census Tract 6607.02, Brazoria County, Texas",17
48039660801,"Census Tract 6608.01, Brazoria County, Texas",27
48039660802,"Census Tract 6608.02, Brazoria County, Texas",22
48039660900,"Census Tract 6609, Brazoria County, Texas",48
48039661000,"Census Tract 6610, Brazoria County, Texas",33
48039661100,"Census Tract 6611, Brazoria County, Texas",36
48039661200,"Census Tract 6612, Brazoria County, Texas",31
48039661300,"Census Tract 6613, Brazoria County, Texas",47
48039661400,"Census Tract 6614, Brazoria County, Texas",26
48039661501,"Census Tract 6615.01, Brazoria County, Texas",31
48039661502,"Census Tract 6615.02, Brazoria County, Texas",21
48039661601,"Census Tract 6616.01, Brazoria County, Texas",24
48039661602,"Census Tract 6616.02, Brazoria County, Texas",39
48039661700,"Census Tract 6617, Brazoria County, Texas",18
48039661800,"Census Tract 6618, Brazoria County, Texas",24
48039661900,"Census Tract 6619, Brazoria County, Texas",30
48039662000,"Census Tract 6620, Brazoria County, Texas",17
48039662100,"Census Tract 6621, Brazoria County, Texas",27
48039662200,"Census Tract 6622, Brazoria County, Texas",19
48039662300,"Census Tract 6623, Brazoria County, Texas",22
48039662400,"Census Tract 6624, Brazoria County, Texas",21
48039662500,"Census Tract 6625, Brazoria County, Texas",26
48039662600,"Census Tract 6626, Brazoria County, Texas",12
48039662700,"Census Tract 6627, Brazoria County, Texas",14
48039662800,"Census Tract 6628, Brazoria County, Texas",12
48039662900,"Census Tract 6629, Brazoria County, Texas",17
48039663000,"Census Tract 6630, Brazoria County, Texas",19
48039663100,"Census Tract 6631, Brazoria County, Texas",17
48039663200,"Census Tract 6632, Brazoria County, Texas",17
48039663300,"Census Tract 6633, Brazoria County, Texas",29
48039663400,"Census Tract 6634, Brazoria County, Texas",16
48039663500,"Census Tract 6635, Brazoria County, Texas",23
48039663600,"Census Tract 6636, Brazoria County, Texas",12
48039663700,"Census Tract 6637, Brazoria County, Texas",30
48039663800,"Census Tract 6638, Brazoria County, Texas",42
48039663900,"Census Tract 6639, Brazoria County, Texas",56
48039664000,"Census Tract 6640, Brazoria County, Texas",46
48039664100,"Census Tract 6641, Brazoria County, Texas",35
48039664200,"Census Tract 6642, Brazoria County, Texas",15
48039664300,"Census Tract 6643, Brazoria County, Texas",60
48039664400,"Census Tract 6644, Brazoria County, Texas",52
48039664501,"Census Tract 6645.01, Brazoria County, Texas",16
48039990000,"Census Tract 9900, Brazoria County, Texas",0
48041000101,"Census Tract 1.01, Brazos County, Texas",17
48041000102,"Census Tract 1.02, Brazos County, Texas",10
48041000103,"Census Tract 1.03, Brazos County, Texas",10
48041000201,"Census Tract 2.01, Brazos County, Texas",24
48041000202,"Census Tract 2.02, Brazos County, Texas",29
48041000300,"Census Tract 3, Brazos County, Texas",44
48041000400,"Census Tract 4, Brazos County, Texas",26
48041000500,"Census Tract 5, Brazos County, Texas",45
48041000603,"Census Tract 6.03, Brazos County, Texas",68
48041000604,"Census Tract 6.04, Brazos County, Texas",65
48041000700,"Census Tract 7, Brazos County, Texas",43
48041000800,"Census Tract 8, Brazos County, Texas",24
48041000900,"Census Tract 9, Brazos County, Texas",54
48041001000,"Census Tract 10, Brazos County, Texas",22
48041001100,"Census Tract 11, Brazos County, Texas",16
48041001301,"Census Tract 13.01, Brazos County, Texas",16
48041001302,"Census Tract 13.02, Brazos County, Texas",14
48041001303,"Census Tract 13.03, Brazos County, Texas",17
48041001400,"Census Tract 14, Brazos County, Texas",9
48041001601,"Census Tract 16.01, Brazos County, Texas",14
48041001604,"Census Tract 16.04, Brazos County, Texas",12
48041001605,"Census Tract 16.05, Brazos County, Texas",16
48041001606,"Census Tract 16.06, Brazos County, Texas",18
48041001701,"Census Tract 17.01, Brazos County, Texas",15
48041001702,"Census Tract 17.02, Brazos County, Texas",17
48041001801,"Census Tract 18.01, Brazos County, Texas",13
48041001803,"Census Tract 18.03, Brazos County, Texas",11
48041001804,"Census Tract 18.04, Brazos County, Texas",12
48041001900,"Census Tract 19, Brazos County, Texas",11
48041002001,"Census Tract 20.01, Brazos County, Texas",6
48041002002,"Census Tract 20.02, Brazos County, Texas",11
48041002006,"Census Tract 20.06, Brazos County, Texas",9
48041002007,"Census Tract 20.07, Brazos County, Texas",9
48041002008,"Census Tract 20.08, Brazos County, Texas",10
48041002009,"Census Tract 20.09, Brazos County, Texas",4
48041002010,"Census Tract 20.10, Brazos County, Texas",11
48041002011,"Census Tract 20.11, Brazos County, Texas",8
48041002012,"Census Tract 20.12, Brazos County, Texas",13
48041002013,"Census Tract 20.13, Brazos County, Texas",13
48041002014,"Census Tract 20.14, Brazos County, Texas",11
48041002015,"Census Tract 20.15, Brazos County, Texas",20
48041980000,"Census Tract 9800, Brazos County, Texas",0
48043950300,"Census Tract 9503, Brewster County, Texas",35
48043950400,"Census Tract 9504, Brewster County, Texas",74
48043950500,"Census Tract 9505, Brewster County, Texas",25
48045950200,"Census Tract 9502, Briscoe County, Texas",21
48047950100,"Census Tract 9501, Brooks County, Texas",88
48047950200,"Census Tract 9502, Brooks County, Texas",91
48049950100,"Census Tract 9501, Brown County, Texas",7
48049950200,"Census Tract 9502, Brown County, Texas",9
48049950300,"Census Tract 9503, Brown County, Texas",7
48049950500,"Census Tract 9505, Brown County, Texas",13
48049950600,"Census Tract 9506, Brown County, Texas",31
48049950700,"Census Tract 9507, Brown County, Texas",29
48049950800,"Census Tract 9508, Brown County, Texas",34
48049950900,"Census Tract 9509, Brown County, Texas",17
48049951000,"Census Tract 9510, Brown County, Texas",21
48049951100,"Census Tract 9511, Brown County, Texas",12
48049951200,"Census Tract 9512, Brown County, Texas",11
48049951300,"Census Tract 9513, Brown County, Texas",17
48051970100,"Census Tract 9701, Burleson County, Texas",10
48051970200,"Census Tract 9702, Burleson County, Texas",13
48051970300,"Census Tract 9703, Burleson County, Texas",23
48051970400,"Census Tract 9704, Burleson County, Texas",14
48051970500,"Census Tract 9705, Burleson County, Texas",13
48053960100,"Census Tract 9601, Burnet County, Texas",16
48053960200,"Census Tract 9602, Burnet County, Texas",6
48053960300,"Census Tract 9603, Burnet County, Texas",18
48053960400,"Census Tract 9604, Burnet County, Texas",7
48053960500,"Census Tract 9605, Burnet County, Texas",30
48053960600,"Census Tract 9606, Burnet County, Texas",10
48053960700,"Census Tract 9607, Burnet County, Texas",21
48053960800,"Census Tract 9608, Burnet County, Texas",13
48055960101,"Census Tract 9601.01, Caldwell County, Texas",47
48055960102,"Census Tract 9601.02, Caldwell County, Texas",20
48055960200,"Census Tract 9602, Caldwell County, Texas",43
48055960300,"Census Tract 9603, Caldwell County, Texas",39
48055960400,"Census Tract 9604, Caldwell County, Texas",59
48055960500,"Census Tract 9605, Caldwell County, Texas",48
48055960600,"Census Tract 9606, Caldwell County, Texas",17
48055960700,"Census Tract 9607, Caldwell County, Texas",46
48057000100,"Census Tract 1, Calhoun County, Texas",43
48057000200,"Census Tract 2, Calhoun County, Texas",62
48057000300,"Census Tract 3, Calhoun County, Texas",21
48057000400,"Census Tract 4, Calhoun County, Texas",41
48057000500,"Census Tract 5, Calhoun County, Texas",23
48057990000,"Census Tract 9900, Calhoun County, Texas",0
48059030101,"Census Tract 301.01, Callahan County, Texas",5
48059030102,"Census Tract 301.02, Callahan County, Texas",7
48059030200,"Census Tract 302, Callahan County, Texas",7
48061010100,"Census Tract 101, Cameron County, Texas",79
48061010201,"Census Tract 102.01, Cameron County, Texas",86
48061010203,"Census Tract 102.03, Cameron County, Texas",66
48061010301,"Census Tract 103.01, Cameron County, Texas",92
48061010302,"Census Tract 103.02, Cameron County, Texas",74
48061010401,"Census Tract 104.01, Cameron County, Texas",88
48061010402,"Census Tract 104.02, Cameron County, Texas",62
48061010500,"Census Tract 105, Cameron County, Texas",97
48061010601,"Census Tract 106.01, Cameron County, Texas",83
48061010602,"Census Tract 106.02, Cameron County, Texas",66
48061010700,"Census Tract 107, Cameron County, Texas",77
48061010800,"Census Tract 108, Cameron County, Texas",75
48061010900,"Census Tract 109, Cameron County, Texas",91
48061011000,"Census Tract 110, Cameron County, Texas",96
48061011100,"Census Tract 111, Cameron County, Texas",93
48061011200,"Census Tract 112, Cameron County, Texas",84
48061011301,"Census Tract 113.01, Cameron County, Texas",61
48061011302,"Census Tract 113.02, Cameron County, Texas",51
48061011400,"Census Tract 114, Cameron County, Texas",82
48061011500,"Census Tract 115, Cameron County, Texas",92
48061011600,"Census Tract 116, Cameron County, Texas",97
48061011700,"Census Tract 117, Cameron County, Texas",94
48061011801,"Census Tract 118.01, Cameron County, Texas",81
48061011802,"Census Tract 118.02, Cameron County, Texas",92
48061011901,"Census Tract 119.01, Cameron County, Texas",81
48061011902,"Census Tract 119.02, Cameron County, Texas",71
48061011903,"Census Tract 119.03, Cameron County, Texas",96
48061012001,"Census Tract 120.01, Cameron County, Texas",61
48061012002,"Census Tract 120.02, Cameron County, Texas",73
48061012101,"Census Tract 121.01, Cameron County, Texas",66
48061012102,"Census Tract 121.02, Cameron County, Texas",95
48061012200,"Census Tract 122, Cameron County, Texas",89
48061012301,"Census Tract 123.01, Cameron County, Texas",47
48061012304,"Census Tract 123.04, Cameron County, Texas",70
48061012305,"Census Tract 123.05, Cameron County, Texas",21
48061012401,"Census Tract 124.01, Cameron County, Texas",89
48061012402,"Census Tract 124.02, Cameron County, Texas",84
48061012504,"Census Tract 125.04, Cameron County, Texas",90
48061012505,"Census Tract 125.05, Cameron County, Texas",96
48061012506,"Census Tract 125.06, Cameron County, Texas",72
48061012507,"Census Tract 125.07, Cameron County, Texas",96
48061012508,"Census Tract 125.08, Cameron County, Texas",82
48061012607,"Census Tract 126.07, Cameron County, Texas",98
48061012608,"Census Tract 126.08, Cameron County, Texas",75
48061012609,"Census Tract 126.09, Cameron County, Texas",99
48061012612,"Census Tract 126.12, Cameron County, Texas",91
48061012613,"Census Tract 126.13, Cameron County, Texas",86
48061012700,"Census Tract 127, Cameron County, Texas",93
48061012800,"Census Tract 128, Cameron County, Texas",97
48061012900,"Census Tract 129, Cameron County, Texas",79
48061013002,"Census Tract 130.02, Cameron County, Texas",86
48061013003,"Census Tract 130.03, Cameron County, Texas",91
48061013004,"Census Tract 130.04, Cameron County, Texas",89
48061013102,"Census Tract 131.02, Cameron County, Texas",85
48061013104,"Census Tract 131.04, Cameron County, Texas",84
48061013106,"Census Tract 131.06, Cameron County, Texas",94
48061013203,"Census Tract 132.03, Cameron County, Texas",91
48061013204,"Census Tract 132.04, Cameron County, Texas",94
48061013205,"Census Tract 132.05, Cameron County, Texas",97
48061013206,"Census Tract 132.06, Cameron County, Texas",98
48061013207,"Census Tract 132.07, Cameron County, Texas",87
48061013303,"Census Tract 133.03, Cameron County, Texas",93
48061013305,"Census Tract 133.05, Cameron County, Texas",98
48061013306,"Census Tract 133.06, Cameron County, Texas",99
48061013307,"Census Tract 133.07, Cameron County, Texas",98
48061013308,"Census Tract 133.08, Cameron County, Texas",99
48061013309,"Census Tract 133.09, Cameron County, Texas",99
48061013401,"Census Tract 134.01, Cameron County, Texas",97
48061013402,"Census Tract 134.02, Cameron County, Texas",98
48061013500,"Census Tract 135, Cameron County, Texas",77
48061013600,"Census Tract 136, Cameron County, Texas",93
48061013700,"Census Tract 137, Cameron County, Texas",96
48061013801,"Census Tract 138.01, Cameron County, Texas",96
48061013802,"Census Tract 138.02, Cameron County, Texas",97
48061013901,"Census Tract 139.01, Cameron County, Texas",99
48061013902,"Census Tract 139.02, Cameron County, Texas",97
48061013903,"Census Tract 139.03, Cameron County, Texas",98
48061014001,"Census Tract 140.01, Cameron County, Texas",89
48061014002,"Census Tract 140.02, Cameron County, Texas",96
48061014100,"Census Tract 141, Cameron County, Texas",96
48061014200,"Census Tract 142, Cameron County, Texas",85
48061014300,"Census Tract 143, Cameron County, Texas",92
48061014400,"Census Tract 144, Cameron County, Texas",89
48061014500,"Census Tract 145, Cameron County, Texas",87
48061980001,"Census Tract 9800.01, Cameron County, Texas",0
48061980100,"Census Tract 9801, Cameron County, Texas",83
48061990000,"Census Tract 9900, Cameron County, Texas",0
48063950101,"Census Tract 9501.01, Camp County, Texas",14
48063950102,"Census Tract 9501.02, Camp County, Texas",8
48063950200,"Census Tract 9502, Camp County, Texas",26
48065950100,"Census Tract 9501, Carson County, Texas",5
48065950200,"Census Tract 9502, Carson County, Texas",9
48067950100,"Census Tract 9501, Cass County, Texas",2
48067950200,"Census Tract 9502, Cass County, Texas",1
48067950300,"Census Tract 9503, Cass County, Texas",1
48067950400,"Census Tract 9504, Cass County, Texas",3
48067950500,"Census Tract 9505, Cass County, Texas",1
